Examination,Date,Question Number,Question Type,Standard,Cluster,Domain,Scoring Key,1,2,3,4,Blank,Question,Percentage Correct,Standard.Cluster,Question Text
Algebra I,June '15,18,MC,A-REI,B,Reasoning with Equations and Inequalities,4,11.70%,14.95%,33.70%,38.92%,0.73%,https://docs.google.com/a/newvisions.org/document/d/11kp-WWbMiNUOHN6REjLexwL5Q1-flW2CmAVJ2BA-y_Y/edit?usp=drivesdk,0.39,A-REI.B,"When directed to solve a quadratic equation by completing the square, Sam arrived at the equation (x - 52)2 = 134. Which equation could have been the original equation given to Sam?"
Algebra I,June '15,19,MC,A-CED,A,Creating Equations,2,22.66%,38.45%,14.41%,24.11%,0.37%,https://docs.google.com/a/newvisions.org/document/d/1esUJ3xYHYPMPICNFiGd2Z2ONErygetvNW9OyrAGbY0Q/edit?usp=drivesdk,0.38,A-CED.A,"The distance a free falling object has traveled can be modeled by the equation d =  1 2at2, where a is acceleration due to gravity and t is the amount of time the object has fallen. What is t in terms of a and d?"
Algebra I,June '15,20,MC,S-ID,A,Interpreting Categorical and Quantitative Data,3,41.46%,12.18%,37.17%,8.90%,0.30%,https://docs.google.com/a/newvisions.org/document/d/1OhrMbFsc0VsL4138W9XfYsjOUpSTxAfFmGLm-LCDpes/edit?usp=drivesdk,0.37,S-ID.A,The table below shows the annual salaries for the 24 members of a professional sports team in terms of millions of dollars.The team signs an additional player to a contract worth 10 million dollars per year. Which statement about the median and mean is true?
Algebra I,June '15,21,MC,A-REI,A,Reasoning with Equations and Inequalities,1,31.67%,15.63%,36.14%,16.12%,0.45%,https://docs.google.com/a/newvisions.org/document/d/14cX5JAG8PMkMz0yYGyZ_FV11yRSqtKujp6JLDv9I4C8/edit?usp=drivesdk,0.32,A-REI.A, A student is asked to solve the equation 4(3x - 1)­2 - 17 = 83. The student’s solution to the problem starts as 4(3x - 1)2 = 100(3x - 1)2 = 25. A correct next step in the solution of the problem is
Algebra I,June '15,22,MC,F-BF,A,Building Functions,3,25.73%,22.84%,26.16%,25.00%,0.26%,https://docs.google.com/a/newvisions.org/document/d/1wsXtRJw9p6-nyaJ2XUm7G3mtSqBJGOPx_nzVOur27eU/edit?usp=drivesdk,0.26,F-BF.A,"A pattern of blocks is shown below. If the pattern of blocks continues, which formula(s) could be used to determine the number of blocks in the nth term?"
Algebra I,June '15,23,MC,A-REI,B,Reasoning with Equations and Inequalities,1,31.25%,20.66%,27.01%,20.59%,0.49%,https://docs.google.com/a/newvisions.org/document/d/1m09JF604PFuqdW0PuLix95MrGxHpsxfiV7t-6SBjB68/edit?usp=drivesdk,0.31,A-REI.B,What are the solutions to the equation x2 - 8x = 24
Algebra I,June '15,24,MC,A-CED,A,Creating Equations,4,30.39%,34.00%,15.29%,19.86%,0.46%,https://docs.google.com/a/newvisions.org/document/d/1esHE5tMgmXUbPvZ_KkBGPnhFzToWV7d5Pdx73hXgavM/edit?usp=drivesdk,0.20,A-CED.A,"Natasha is planning a school celebration and wants to have live music and food for everyone who attends. She has found a band that will charge her $750 and a caterer who will provide snacks and drinks for $2.25 per person. If her goal is to keep the average cost per person between $2.75 and $3.25, how many people, p, must attend?"
Algebra I,June '16,1,MC,A-SSE,A,Seeing Structure in Expressions,3,9.48%,8.47%,75.91%,6.07%,0.06%,https://docs.google.com/a/newvisions.org/document/d/1eSgHL_uXVI_rsFF38qDAmTlO2pwPqvPJ61Jii50-v_I/edit?usp=drivesdk,0.76,A-SSE.A,The expression x4 - 16 is equivalent to
Algebra I,June '16,2,MC,A-SSE,A,Seeing Structure in Expressions,4,7.20%,22.16%,10.69%,59.71%,0.25%,https://docs.google.com/a/newvisions.org/document/d/1IfHHeyC8M98fFuLXSGq_1QfiMygoL_fn4LAVB1hHLDY/edit?usp=drivesdk,0.60,A-SSE.A,An expression of the fifth degree is written with a leading coefficient of seven and a constant of six. Which expression is correctly written for these conditions?
Algebra I,June '16,3,MC,F-IF,B,Interpreting Functions,1,79.58%,4.20%,8.34%,7.72%,0.15%,https://docs.google.com/a/newvisions.org/document/d/1yhy2HDbMsy4tQ9vs52HZ-hdDGWV6pY7EriBpdWIWx0g/edit?usp=drivesdk,0.80,F-IF.B,The table below shows the year and the number of households in a building that had high-speed broadband internet access.  For which interval of time was the average rate of change the smallest?
Algebra I,June '16,4,MC,S-ID,C,Interpreting Categorical and Quantitative Data,2,4.76%,75.76%,8.24%,11.13%,0.12%,https://docs.google.com/a/newvisions.org/document/d/1nd0yelj7asTbtxCapqRiEVpwe4xLBwnTbcu2aMhKXx4/edit?usp=drivesdk,0.76,S-ID.C,The scatterplot below compares the number of bags of popcorn and the number of sodas sold at each performance of the circus over one week. Which conclusion can be drawn from the scatterplot?
Algebra I,June '16,5,MC,A-REI,C,Reasoning with Equations and Inequalities,1,70.16%,12.37%,12.51%,4.84%,0.11%,https://docs.google.com/a/newvisions.org/document/d/1svTSZqZhAxbrM-rSBYmV-IHH5PQ2KM0go9lN8Ubdnsg/edit?usp=drivesdk,0.70,A-REI.C,"The Celluloid Cinema sold 150 tickets to a movie. Some of these were child tickets and the rest were adult tickets. A child ticket cost $7.75 and an adult ticket cost $10.25. If the cinema sold $1470 worth of tickets, which system of equations could be used to determine how many adult tickets, a, and how many child tickets, c, were sold?"
Algebra I,June '16,6,MC,F-LE,A,"Linear, Quadratic, and Exponential Models",1,73.81%,8.53%,10.99%,6.44%,0.23%,https://docs.google.com/a/newvisions.org/document/d/1vmbZmm3h37E-OSiNoAwRmT4khFjO5rCyHBJ_P3TX4WQ/edit?usp=drivesdk,0.74,F-LE.A,The tables below show the values of four different functions for given values of x.Which table represents a linear function?
Algebra I,June '16,7,MC,A-CED,A,Creating Equations,2,5.77%,70.11%,16.90%,6.98%,0.23%,https://docs.google.com/a/newvisions.org/document/d/1Iw-MjXR0TGao-8EAVJs9Ddw2eBTveVwExxbdSMdO3dg/edit?usp=drivesdk,0.70,A-CED.A,"The acidity in a swimming pool is considered normal if the average of three pH readings, p, is defined such that 7.0 < p < 7.8. If the first two readings are 7.2 and 7.6, which value for the third reading will result in an overall rating of normal?"
Algebra I,June '16,8,MC,N-Q,A,Quantities,1,61.82%,19.43%,12.95%,5.48%,0.32%,https://docs.google.com/a/newvisions.org/document/d/1KhVNdi5uITyTEjY3MIBaEIBavjcerW6yO4gHXf1LAAk/edit?usp=drivesdk,0.62,N-Q.A,Dan took 12.5 seconds to run the 100-meter dash. He calculated the time to be approximately
Algebra I,June '16,9,MC,A-REI,B,Reasoning with Equations and Inequalities,4,11.94%,12.48%,15.89%,59.51%,0.18%,https://docs.google.com/a/newvisions.org/document/d/1ryjBRZXJz1dIJ0HD_BmlT9CweM-H-CUNY1VAY7zkZ_M/edit?usp=drivesdk,0.60,A-REI.B,"When 3x + 2 ≤ 5(x - 4) is solved for x, the solution is"
Algebra I,June '16,10,MC,A-APR,A,Arithmetic with Polynomials and Rational Expressions,2,17.38%,52.17%,18.10%,12.18%,0.18%,https://docs.google.com/a/newvisions.org/document/d/1ZcugyqOStfD5o72xWqeM6I4UISUrue1nSsDzzU9WWlw/edit?usp=drivesdk,0.52,A-APR.A,The expression 3(x 2 - 1) - (x2 - 7x + 10) is equivalent to
Algebra I,June '16,11,MC,F-IF,A,Interpreting Functions,2,22.25%,42.30%,15.15%,19.75%,0.54%,https://docs.google.com/a/newvisions.org/document/d/17q5EDtsJ5_d9itqEudOdiwDiEkYJJH4tcd3K5xtNMpQ/edit?usp=drivesdk,0.42,F-IF.A,The range of the function f (x) = x2 + 2x - 8 is all real numbers
Algebra I,June '16,12,MC,A-APR,B,Arithmetic with Polynomials and Rational Expressions,1,56.73%,25.01%,10.90%,7.12%,0.23%,https://docs.google.com/a/newvisions.org/document/d/1YOhIzqssmVhyMGLJJB1l-N91ltPobXq2lPMQj3GqCjA/edit?usp=drivesdk,0.57,A-APR.B,The zeros of the function f (x) = x2 - 5x - 6 are
Algebra I,June '16,13,MC,F-IF,A,Interpreting Functions,3,10.28%,26.18%,52.94%,10.34%,0.27%,https://docs.google.com/a/newvisions.org/document/d/1r4fTMrkp9oYyXrXwrbANmfhrXiVPNqoL99DvaPFMfuk/edit?usp=drivesdk,0.53,F-IF.A,"In a sequence, the first term is 4 and the common difference is 3.The fifth term of this sequence is"
Algebra I,June '16,14,MC,A-SSE,B,Seeing Structure in Expressions,3,19.09%,15.74%,48.82%,15.90%,0.45%,https://docs.google.com/a/newvisions.org/document/d/1M49Zn32fJYoHDLAXcKOJ3ur-UkXxY8iVdbFFflzIFvI/edit?usp=drivesdk,0.49,A-SSE.B,"The growth of a certain organism can be modeled by C(t) = 10(1.029)24t, where C(t) is the total number of cells after t hours. Which function is approximately equivalent to C(t)?"
Algebra I,June '16,15,MC,S-ID,B,Interpreting Categorical and Quantitative Data,4,19.24%,21.03%,14.89%,44.58%,0.25%,https://docs.google.com/a/newvisions.org/document/d/18f2eFuRHCkKHLCBU9rsEEDCwFdHs1-_EUQPlWmOBQIE/edit?usp=drivesdk,0.45,S-ID.B,A public opinion poll was taken to explore the relationship between age and support for a candidate in an election. The results of the poll are summarized in the table below.What percent of the 21-40 age group was for the candidate?
Algebra I,June '16,16,MC,F-IF,C,Interpreting Functions,3,14.18%,18.18%,56.73%,10.61%,0.29%,https://docs.google.com/a/newvisions.org/document/d/1I2Y9ofRY-LBnmaQ2VLo0pB4mZsA3mPlScHZzHgEc8EY/edit?usp=drivesdk,0.57,F-IF.C,Which equation and ordered pair represent the correct vertex form and vertex for j(x)  = x2 – 12x + 7?
Algebra I,June '16,17,MC,F-BF,A,Building Functions,2,19.85%,49.49%,9.62%,20.93%,0.10%,https://docs.google.com/a/newvisions.org/document/d/1-9BTwTohVbhW0wUx4qHpgd4LUgsAhpFvkPVKU779nVI/edit?usp=drivesdk,0.49,F-BF.A,A student invests $500 for 3 years in a savings account that earns 4% interest per year. No further deposits or withdrawals are made during this time. Which statement does not yield the correct balance in the account at the end of 3 years?
Algebra I,June '16,18,MC,F-IF,C,Interpreting Functions,4,13.31%,15.34%,25.43%,45.33%,0.59%,https://docs.google.com/a/newvisions.org/document/d/1ptenfWowgnIdDoc5PW2OBLpOcJsnj_-dFgxtnSAN3Zk/edit?usp=drivesdk,0.45,F-IF.C,The line represented by the equation 4y + 2x = 33.6 shares a solution point with the line represented by the table below.The solution for this system is
Algebra I,June '16,19,MC,A-REI,B,Reasoning with Equations and Inequalities,3,13.10%,25.99%,48.03%,12.48%,0.41%,https://docs.google.com/a/newvisions.org/document/d/1WjoGHcdjM77y5E-hAOQ1k6EbRw7f90hp6-qaAbFTHCA/edit?usp=drivesdk,0.48,A-REI.B,What is the solution of the equation 2(x + 2)2 - 4 = 28?
Algebra I,June '16,20,MC,S-ID,A,Interpreting Categorical and Quantitative Data,3,17.27%,23.04%,37.92%,21.49%,0.28%,https://docs.google.com/a/newvisions.org/document/d/1BP1irKpuDL3R_XyqjSboeKnE8UnPwO7vctMA9tGR4B8/edit?usp=drivesdk,0.38,S-ID.A,The dot plot shown below represents the number of pets owned by students in a class.Which statement about the data is not true?
Algebra I,June '16,21,MC,F-LE,A,"Linear, Quadratic, and Exponential Models",3,14.36%,14.55%,47.49%,23.05%,0.56%,https://docs.google.com/a/newvisions.org/document/d/1onkWO1_qJUPfxrTDwB4OrhDiDr8Sck2ZJu2XDKe4Lz0/edit?usp=drivesdk,0.47,F-LE.A,"What is the largest integer, x, for which the value of f(x) = 5x4 + 30x2 + 9 will be greater than the value of g(x) = 3x ?"
Algebra I,June '16,22,MC,F-IF,A,Interpreting Functions,2,25.49%,37.21%,21.80%,15.13%,0.36%,https://docs.google.com/a/newvisions.org/document/d/1bUThGFb81apw8H6b2y7j6gfOzERhVMO_XXSKoCsXxno/edit?usp=drivesdk,0.37,F-IF.A,The graphs of the functions f(x) = |x - 3| + 1 and g(x) = 2x + 1 are drawn. Which statement about these functions is true?
Algebra I,June '16,23,MC,F-IF,B,Interpreting Functions,4,22.67%,28.10%,25.19%,23.81%,0.24%,https://docs.google.com/a/newvisions.org/document/d/155JnuisYAx1om8jhK4kHiNhjFC2SUPZJt6NAi17bRmE/edit?usp=drivesdk,0.24,F-IF.B,"A store sells self-serve frozen yogurt sundaes. The function C(w) represents the cost, in dollars, of a sundae weighing w ounces. An appropriate domain for the function would be"
Algebra I,June '16,24,MC,A-CED,A,Creating Equations,2,27.80%,23.88%,28.62%,19.45%,0.25%,https://docs.google.com/a/newvisions.org/document/d/194nc-4G22pvCLHduJQ2HLbOoyw5oh3Pm0D5KRHEiNBI/edit?usp=drivesdk,0.24,A-CED.A,Sara was asked to solve this word problem: “The product of two consecutive integers is 156. What are the integers?” What type of equation should she create to solve this problem?
Algebra I,June '17,1,MC,F-IF,B,Interpreting Functions,3,9.16%,6.69%,73.14%,10.94%,0.07%,https://docs.google.com/a/newvisions.org/document/d/1_0VeBkeaO8x2MphJ7IIU7cwp0QCgT85wHu73NLqLbzk/edit?usp=drivesdk,0.73,F-IF.B,"To keep track of his profits, the owner of a carnival booth decided to model his ticket sales on a graph. He found that his profits only declined when he sold between 10 and 40 tickets. Which graph could represent his profits?"
Algebra I,June '17,2,MC,A-SSE,A,Seeing Structure in Expressions,2,23.70%,63.68%,7.06%,5.30%,0.25%,https://docs.google.com/a/newvisions.org/document/d/1DTM5AgJ10bU9BxDt-2gwrJ0M9HKi-xWFAJ6XYFw7yU8/edit?usp=drivesdk,0.64,A-SSE.A,"The formula for the surface area of a right rectangular prism is A= 2lw + 2hw + 2lh, where l, w, and h represent the length, width, and height, respectively. Which term of this formula is not dependent on the height?"
Algebra I,June '17,3,MC,A-REI,D,Reasoning with Equations and Inequalities,4,11.42%,10.21%,4.56%,73.63%,0.19%,https://docs.google.com/a/newvisions.org/document/d/1qApQYl87Df9tEPygHuPGnB2cbmOv19Ad0omxoJyKYNI/edit?usp=drivesdk,0.74,A-REI.D,Which graph represents y = x-2 ?
Algebra I,June '17,4,MC,S-ID,C,Interpreting Categorical and Quantitative Data,2,9.48%,70.95%,9.50%,9.77%,0.29%,https://docs.google.com/a/newvisions.org/document/d/1WelZxDG2T46QlxL54k-N7e5B7PqUPXkTMKQkSHECpsI/edit?usp=drivesdk,0.71,S-ID.C,A student plotted the data from a sleep study as shown in the graph below. The student used the equation of the line y= - 0.09x + 9.24 to model the data. What does the rate of change represent in terms of these data? 
Algebra I,June '17,5,MC,F-IF,A,Interpreting Functions,1,59.32%,13.02%,18.94%,8.15%,0.57%,https://docs.google.com/a/newvisions.org/document/d/1l4kgJEbfZF4CYrmSQOLGof1V_pIa6cq9BJDqEQ1LntM/edit?usp=drivesdk,0.59,F-IF.A,"Lynn, Jude, and Anne were given the function f(x)= - 2x2 + 32, and they were asked to find f(3). Lynn’s answer was 14, Jude’s answer was 4, and Anne’s answer was 4. Who is correct?"
Algebra I,June '17,6,MC,A-SSE,A,Seeing Structure in Expressions,3,15.61%,7.37%,69.14%,7.72%,0.16%,https://docs.google.com/a/newvisions.org/document/d/1RI3y227tzSG0mAR_onLjYy3k98xxvo0gy4yS96P0bis/edit?usp=drivesdk,0.69,A-SSE.A,Which expression is equivalent to 16x4 - 64 ?
Algebra I,June '17,7,MC,A-CED,A,Creating Equations,1,58.49%,8.22%,17.02%,15.88%,0.39%,https://docs.google.com/a/newvisions.org/document/d/1L3OF1Xl45abOKc75BLoaybKE6BZxVVSFxsvJj-dcJeI/edit?usp=drivesdk,0.58,A-CED.A,"Vinny collects population data, P(h), about a specific strain of bacteria over time in hours, h, as shown in the graph below.Which equation represents the graph of P(h)?"
Algebra I,June '17,8,MC,A-REI,C,Reasoning with Equations and Inequalities,1,50.06%,24.36%,19.52%,5.68%,0.39%,https://docs.google.com/a/newvisions.org/document/d/1nfbOrsS1hgd8oXtV8OGewbh1WnvBl9e-y78VxV0T1lU/edit?usp=drivesdk,0.50,A-REI.C,What is the solution to the system of equations below?
Algebra I,June '17,9,MC,F-IF,A,Interpreting Functions,3,11.89%,12.14%,52.78%,23.05%,0.15%,https://docs.google.com/a/newvisions.org/document/d/1DxQmxljCUsPZTx74sbaAeWpaa9rxdRbLpPRmBD6z9pM/edit?usp=drivesdk,0.53,F-IF.A,A mapping is shown in the diagram below.This mapping is
Algebra I,June '17,10,MC,A-APR,B,Arithmetic with Polynomials and Rational Expressions,3,7.51%,10.37%,60.01%,21.71%,0.39%,https://docs.google.com/a/newvisions.org/document/d/1T7wTaN-mVC0k25tODzjMz-3kFjiA1Kc0FKVgXQip-_o/edit?usp=drivesdk,0.60,A-APR.B,"Which polynomial function has zeros at -3, 0, and 4?"
Algebra I,June '17,11,MC,A-CED,A,Creating Equations,1,40.86%,20.31%,23.03%,15.50%,0.29%,https://docs.google.com/a/newvisions.org/document/d/1PFIiK3zS0GtzCW2wArv8pjUJa0LbZjS6hsaWAghiB-0/edit?usp=drivesdk,0.41,A-CED.A,"Jordan works for a landscape company during his summer vacation. He is paid $12 per hour for mowing lawns and $14 per hour for planting gardens. He can work a maximum of 40 hours per week, and would like to earn at least $250 this week. If m represents the number of hours mowing lawns and g represents the number of hours planting gardens, which system of inequalities could be used to represent the given conditions?"
Algebra I,June '17,12,MC,F-LE,A,"Linear, Quadratic, and Exponential Models",2,12.25%,47.13%,11.98%,28.42%,0.22%,https://docs.google.com/a/newvisions.org/document/d/1itWFEXFyYN0KgoXP1rSn9bCx5oqmiyJ3dE4DnpY1Q-E/edit?usp=drivesdk,0.47,F-LE.A,"Anne invested $1000 in an account with a 1.3% annual interest rate. She made no deposits or withdrawals on the account for 2 years. If interest was compounded annually, which equation represents the balance in the account after the 2 years?"
Algebra I,June '17,13,MC,A-REI,B,Reasoning with Equations and Inequalities,4,10.83%,13.03%,31.93%,43.99%,0.22%,https://docs.google.com/a/newvisions.org/document/d/1FJwmGsFSdAGh1RZnZzetGbobXcbpQtvtjA2rsOQJMvU/edit?usp=drivesdk,0.44,A-REI.B,Which value would be a solution for x in the inequality 47 - 4x < 7?
Algebra I,June '17,14,MC,S-ID,C,Interpreting Categorical and Quantitative Data,1,57.44%,23.99%,11.49%,6.69%,0.39%,https://docs.google.com/a/newvisions.org/document/d/16j-9W3b6zQyNZs7IJ2ZYaEJAKwlmu9qS5qITaPs808o/edit?usp=drivesdk,0.57,S-ID.C,Bella recorded data and used her graphing calculator to find the equation for the line of best fit. She then used the correlation coefficient to determine the strength of the linear fit.Which correlation coefficient represents the strongest linear relationship?
Algebra I,June '17,15,MC,S-ID,A,Interpreting Categorical and Quantitative Data,4,16.67%,19.61%,30.43%,32.99%,0.29%,https://docs.google.com/a/newvisions.org/document/d/1sSX74GQ_ESIpSUZNfAvMgrCXyoE_aaJNWtm4YGbP8h8/edit?usp=drivesdk,0.33,S-ID.A,"The heights, in inches, of 12 students are listed below.Which statement best describes the spread of these data?"
Algebra I,June '17,16,MC,F-IF,C,Interpreting Functions,4,18.86%,13.64%,26.08%,41.12%,0.30%,https://docs.google.com/a/newvisions.org/document/d/11p_yH79CQYqHCk3w37Hg2GwkQNXulIXRhgwyuD67dDY/edit?usp=drivesdk,0.41,F-IF.C,The graph of a quadratic function is shown below.An equation that represents the function could be
Algebra I,June '17,17,MC,F-IF,C,Interpreting Functions,3,18.32%,8.83%,43.73%,28.93%,0.20%,https://docs.google.com/a/newvisions.org/document/d/1exxPBB9pMdtsWn5fE_ucFb1VMXOP4tr4on9OOpt1oto/edit?usp=drivesdk,0.44,F-IF.C,"Which statement is true about the quadratic functions g(x), shown in  the table below, and  f(x) = (x - 3)2 + 2 ?"
Algebra I,June '17,18,MC,F-IF,A,Interpreting Functions,2,34.42%,38.11%,16.14%,10.79%,0.53%,https://docs.google.com/a/newvisions.org/document/d/1Gr4SiaLH-TQoHj7EoMF_na_njmD_gVQs4lfAcRiuoJs/edit?usp=drivesdk,0.38,F-IF.A,Given the function f(n) defined by the following:f(1) = 2f(n) = - 5f(n - 1) + 2 Which set could represent the range of the function?
Algebra I,June '17,19,MC,A-REI,B,Reasoning with Equations and Inequalities,1,58.65%,16.20%,15.86%,8.88%,0.40%,https://docs.google.com/a/newvisions.org/document/d/1I75xSzlJ3fCYeOJ7yUB0PCPxYHA7ZnxqN-sA65WePqM/edit?usp=drivesdk,0.59,A-REI.B,An equation is given below.4(x - 7) = 0.3(x + 2) + 2.11The solution to the equation is
Algebra I,June '17,20,MC,N-Q,A,Quantities,4,16.46%,15.31%,27.88%,39.96%,0.38%,https://docs.google.com/a/newvisions.org/document/d/1WhXGqEXnbledN5fcq-zvGlQ-AjEA4xGUMHm_WB9xLXc/edit?usp=drivesdk,0.40,N-Q.A,A construction worker needs to move 120 ft3 of dirt by using a wheelbarrow. One wheelbarrow load holds 8 ft3 of dirt and each load takes him 10 minutes to complete. One correct way to figure out the number of hours he would need to complete this job is
Algebra I,June '17,21,MC,F-LE,A,"Linear, Quadratic, and Exponential Models",3,40.36%,17.53%,32.72%,9.02%,0.37%,https://docs.google.com/a/newvisions.org/document/d/1XSXJvTn2GIRxmRGX5UXssGTcXOCvx0Bbm84TiLYSfL4/edit?usp=drivesdk,0.33,F-LE.A,One characteristic of all linear functions is that they change by
Algebra I,June '17,22,MC,A-REI,B,Reasoning with Equations and Inequalities,2,26.52%,28.17%,32.04%,12.77%,0.50%,https://docs.google.com/a/newvisions.org/document/d/1YgeV_40T7ygbkTwO5mSPVNCHWmKvLm4i1V0UDYEIJ8Q/edit?usp=drivesdk,0.28,A-REI.B,What are the solutions to the equation x2 - 8x = 10 ?
Algebra I,June '17,23,MC,A-CED,A,Creating Equations,3,18.74%,22.64%,29.67%,28.65%,0.30%,https://docs.google.com/a/newvisions.org/document/d/1e1u6tuDtByxr0ETtnQh-CtkYpy96KYxhq4nhygxLaaM/edit?usp=drivesdk,0.30,A-CED.A,"The formula for blood flow rate is given by F = p1-p2r, where F is the flow rate, p1 the initial pressure, p2 the final pressure, and r the resistance created by blood vessel size. Which formula can not be derived from the given formula?"
Algebra I,June '17,24,MC,F-IF,B,Interpreting Functions,1,28.31%,21.15%,27.63%,22.48%,0.43%,https://docs.google.com/a/newvisions.org/document/d/1tA290Nl9JYUa-mV4Le1ggwGEnXm8ZvtVqm7NOBZWPNk/edit?usp=drivesdk,0.28,F-IF.B,"Morgan throws a ball up into the air. The height of the ball above the ground, in feet, is modeled by the function h(t) =-16t2 + 24t, where t represents the time, in seconds, since the ball was thrown.What is the appropriate domain for this situation?"
Algebra I,June '18,1,MC,A-REI,B,Reasoning with Equations and Inequalities,4,9.69%,11.55%,21.22%,57.33%,0.21%,https://docs.google.com/document/d/1lChSNfb-VlZ2JXOXjcGWpc-ypow_zD8cVxj8Xwwe5tM/edit?usp=drivesdk,0.57,A-REI.B,The solution to 4p + 2 < 2(p + 5) is
Algebra I,June '18,2,MC,F-IF,A,Interpreting Functions,4,9.34%,9.00%,15.17%,66.16%,0.34%,https://docs.google.com/document/d/1JMMqD9AQIRZnr5RgH2aWR9smGqrUf1UemPy-dpje4mI/edit?usp=drivesdk,0.66,F-IF.A,"If k(x) = 2x2 -3x , then k(9) is"
Algebra I,June '18,3,MC,A-APR,A,Arithmetic with Polynomials and Rational Expressions,2,14.56%,57.81%,15.52%,11.83%,0.27%,https://docs.google.com/document/d/1SlIxEo2mM9BFPU86Fp212Ja4bGkOhwig26kVk-4z_I0/edit?usp=drivesdk,0.58,A-APR.A,The expression 3(x2 + 2x -3) - 4(4x2 - 7x + 5) is equivalent to
Algebra I,June '18,4,MC,A-SSE,B,Seeing Structure in Expressions,3,5.90%,16.92%,69.44%,7.36%,0.38%,https://docs.google.com/document/d/1WqSBe9QLK5vCGeWNVY-hHIgf0cNj9V3nzKUH4NnIR4k/edit?usp=drivesdk,0.69,A-SSE.B,The zeros of the function p(x) = x2 - 2x -24 are
Algebra I,June '18,5,MC,S-ID,A,Interpreting Categorical and Quantitative Data,2,15.77%,53.36%,27.78%,2.84%,0.25%,https://docs.google.com/document/d/1LuB_qwY0mFfElkzQpVMAWu88GVXAurZGlZ2FXeeeX40/edit?usp=drivesdk,0.53,S-ID.A,"The box plot below summarizes the data for the average monthly high temperatures in degrees Fahrenheit for Orlando, Florida. The third quartile is"
Algebra I,June '18,6,MC,A-CED,A,Creating Equations,1,66.12%,23.21%,6.34%,4.14%,0.18%,https://docs.google.com/document/d/1W0MSLjAO9sS15LxaJyu7aK0qev1nrPz5SaBCn4hKaG8/edit?usp=drivesdk,0.66,A-CED.A,"Joy wants to buy strawberries and raspberries to bring to a party. Strawberries cost $1.60 per pound and raspberries cost $1.75 per pound. If she only has $10 to spend on berries, which inequality represents the situation where she buys x pounds of strawberries and y pounds of raspberries?"
Algebra I,June '18,7,MC,F-BF,A,Building Functions,1,58.16%,16.71%,12.04%,12.66%,0.43%,https://docs.google.com/document/d/1VOTUYUU7n6x6UqRyv3XhFa7kveVwKrkrYxCQDPpKOYo/edit?usp=drivesdk,0.58,F-BF.A,"On the main floor of the Kodak Hall at the Eastman Theater, the number of seats per row increases at a constant rate. Steven counts 31 seats in row 3 and 37 seats in row 6. How many seats are there in row 20?"
Algebra I,June '18,8,MC,A-REI,D,Reasoning with Equations and Inequalities,4,9.27%,22.42%,10.96%,57.14%,0.22%,https://docs.google.com/document/d/1JMNhTFNEATWkXpnMANW8aTKFfPs4sr98DHV-vNV29WI/edit?usp=drivesdk,0.57,A-REI.D,Which ordered pair below is not a solution to f(x) = x2 - 3x + 4?
Algebra I,June '18,9,MC,S-ID,B,Interpreting Categorical and Quantitative Data,1,43.88%,23.47%,17.60%,14.81%,0.24%,https://docs.google.com/document/d/18obrItfaxXt_m2QPk9LCqyCiIG28tNsi2Rf1kQvRIcw/edit?usp=drivesdk,0.44,S-ID.B,"Students were asked to name their favorite sport from a list of basketball, soccer, or tennis. The results are shown in the table below.What percentage of the students chose soccer as their favorite sport?"
Algebra I,June '18,10,MC,A-SSE,A,Seeing Structure in Expressions,1,50.47%,12.72%,26.64%,10.02%,0.15%,https://docs.google.com/document/d/1AM4_U2AnFIKx6pKoYQ84XlsZC2rGgcM-8e6799f_VaM/edit?usp=drivesdk,0.50,A-SSE.A,The trinomial x2 -14x + 49 can be expressed as
Algebra I,June '18,11,MC,F-IF,A,Interpreting Functions,4,8.75%,15.03%,22.39%,53.61%,0.22%,https://docs.google.com/document/d/1CxMRVfmi9Yhlf4OiZzWeTq5aEHBVOubYFVSXvx6Ix0U/edit?usp=drivesdk,0.54,F-IF.A,"A function is defined as {(0,1), (2,3), (5,8), (7,2)}. Isaac is asked to create one more ordered pair for the function. Which ordered pair can he add to the set to keep it a function?"
Algebra I,June '18,12,MC,A-REI,B,Reasoning with Equations and Inequalities,3,18.40%,12.59%,50.89%,17.54%,0.57%,https://docs.google.com/document/d/1H_mhzPIP6fnCyPoXCjq96_2sslh1b6yEJggYFRZh5gU/edit?usp=drivesdk,0.51,A-REI.B,"The quadratic equation x2 -6x = 12 is rewritten in the form (x + p)2 = q, where q is a constant. What is the value of p?"
Algebra I,June '18,13,MC,F-IF,C,Interpreting Functions,2,14.59%,41.09%,19.66%,24.20%,0.46%,https://docs.google.com/document/d/13pdfG76jJJqaOEkjKxXMdE03vbShMI5htGYim-s8MMg/edit?usp=drivesdk,0.41,F-IF.C,Which of the quadratic functions below has the smallest minimum value?
Algebra I,June '18,14,MC,F-LE,A,"Linear, Quadratic, and Exponential Models",4,17.88%,18.01%,18.77%,45.12%,0.22%,https://docs.google.com/document/d/1krWTTJJ9NKqPG8snUazPi6JHUFu1n2EEbJeVIlnKohM/edit?usp=drivesdk,0.45,F-LE.A,Which situation is not a linear function?
